language_id,syllable
6,Thon
6,Scyld
6,Robush
6,Loch
6,Weard
6,Grum-mana
6,Grum
6,Frean
6,Hrim
6,Skalf
6,Gor-skalf
3,A
3,Wa
3,Ish
3,Shne
3,Porah
3,Abalo
3,Tatanka
3,Kichalo
3,Awaihilo
3,N
3,Tu
3,Zhi
3,A'ke
3,A'iah
3,Washte
3,Hetawa
3,Pikialo
3,Ovaktalo
3,I
3,Te
3,Uku
3,Hale
3,Yakee
3,Lakota
3,Ichnee
3,Towateke
3,Akiticha
3,O
3,Ni
3,Awa
3,Mani
3,Tanka
3,Pawene
3,Owakeri
3,Tihikea
3,Ishnelo
3,E
3,Po
3,Kee
3,Eche
3,Ti'ha
3,Washte
3,Sechalo
3,Shtumani
3,Shteawa
3,Ta
3,Alo
3,Shte
3,Towa
3,Pawni
3,Owachi
3,Owatanka
3,Porahalo
3,Ne
3,Rah
3,Halo
3,Shush
3,Sho'wa
3,O'ba'chi
3,Shtealo
3,Orahpajo
3,Ki
3,Owa
3,Isha
3,Ahmen
3,Aloaki
3,Neahok
3,Ba
3,Aki
3,Awak
3,Anohe
3,Nokee
3,Taisha
3,Lo
3,Paw
3,Nahe
3,Kashu
3,Poalo
3,Lomani
3,No
3,Ich
3,Tawa
3,Awak
3,Ishte
3,Nitawa
3,Chi
3,Balo
3,A'hok
3,Nechi
3,Washte
3,Ishne'alo
3,Awakeekielo
3,Ishne'awahalo
3,Echeyakee
3,Lakota'mani
3,Ishamuhale
3,Ishnialo
3,Ichnee'awa
3,Neashushahmen
3,Tatahalo
3,Aloaki'shne
3,Awaka'nahe
3,Haloyakee
3,Shteowachi
3,Ishne'alo'porah
3,Tawaporah
3,Shtumanialo
3,Awakeeahmenalo
7,A
7,Lo
7,Vil
7,Nuff
7,Wirsh
7,Ruftos
7,Novaedi
7,Thorniss
7,Gloinador
7,Vastrungen
7,Wershaesire
7,Nevrenrothas
7,E
7,Ne
7,Bor
7,Thor
7,Novas
7,Aesire
7,Lithtos
7,Ruftvess
7,Veldbarad
7,I
7,Ve
7,Ras
7,Ruff
7,Regen
7,Rothas
7,Ewiddan
7,Aldonoth
7,Gothalgos
7,Falhedring
7,Thorlithtos
7,Forthasador
7,O
7,Ru
7,Gol
7,Odes
7,Gloin
7,Nevren
7,Forthis
7,Endirvis
7,Udenmajis
7,U
7,An
7,Nud
7,Noth
7,Tiras
7,Rogesh
7,Faergas
7,Landowar
7,Danagarde
7,Cynewalden
7,Vassildador
7,Mandosdaegil
7,Y
7,Ti
7,Far
7,Ador
7,Barad
7,Skilde
7,Sturume
7,Hamerung
7,Vandarwos
7,Me
7,Wos
7,Dana
7,Garde
7,Vandar
7,Vassild
7,Cynegold
7,Firalaine
7,Dyrstigost
7,Agolandovis
7,Waldirskilde
7,Lu
7,Mod
7,Vrum
7,Majis
7,Valesh
7,Nostyec
7,Methrine
7,Aetwinter
7,Re
7,Ver
7,Veld
7,Ergin
7,Engoth
7,Andovis
7,Lordaere
7,Eloderung
7,Aelgestron
7,Bornevalesh
7,Adorstaerume
7,Se
7,Ash
7,Vohl
7,Nagan
7,Aziris
7,Koshvel
7,Regenthor
7,Va
7,Lon
7,Lars
7,Algos
7,Mandos
7,Nandige
7,Danavandar
7,Farlandowar
7,Golveldbarad
7,Ko
7,Bur
7,Goth
7,Eynes
7,Goibon
7,Kaelsig
7,Hir
7,Agol
7,Borne
7,Danieb
7,Uden
7,Melka
7,Daegil
7,Waldir
7,Ealdor
8,A
8,E
8,I
8,O
8,U
8,Y
8,G
8,X
8,Il
8,No
8,Az
8,Te
8,Ur
8,Za
8,Ze
8,Re
8,Ul
8,Me
8,Xi
8,Tor
8,Gul
8,Lok
8,Asj
8,Kar
8,Lek
8,Daz
8,Maz
8,Ril
8,Ruk
8,Laz
8,Shi
8,Zar
8,Ashj
8,Alar
8,Orah
8,Amir
8,Aman
8,Ante
8,Kiel
8,Maez
8,Maev
8,Veni
8,Raka
8,Zila
8,Zenn
8,Parn
8,Rikk
8,Melar
8,Rakir
8,Tiros
8,Modas
8,Belan
8,Zekul
8,Soran
8,Gular
8,Enkil
8,Adare
8,Golad
8,Buras
8,Nagas
8,Revos
8,Refir
8,Kamil
8,Rethul
8,Rakkan
8,Rakkas
8,Tichar
8,Mannor
8,Archim
8,Azgala
8,Karkun
8,Revola
8,Mishun
8,Arakal
8,Kazile
8,Thorje
8,Belaros
8,Tiriosh
8,Faramos
8,Danashj
8,Amanare
8,Kieldaz
8,Karaman
8,Gulamir
8,Toralar
8,Rethule
8,Zennshi
8,Maladath
8,Kirasath
8,Romathis
8,Amanare
8,Theramas
8,Azrathud
8,Mordanas
8,Amanalar
8,Ashjraka
8,Azgalada
8,Rukadare
8,Sorankar
8,Enkilzar
8,Naztheros
8,Zilthuras
8,Kanrethad
8,Matheredor
8,Ticharamir
8,Melarorah
8,Arakalada
8,Soranaman
8,Nagasraka
8,Belankar
8,Pathrebosh
8,Benthadoom
8,Amanemodas
8,Teamanare
8,Enkilgular
8,Burasadare
8,Melarnagas
8,Zennrakkan
8,Ashjrethul
8,Zekulrakkas
8,Archimtiros
8,Mannorgulan
8,Mishunadare
8,Zennshinagas
8,Ashjrakamas
8,Kamilgolad
9,A
9,E
9,I
9,O
9,U
9,Y
9,G
9,X
9,IL
9,No
9,Az
9,Te
9,Ur
9,Za
9,Ze
9,Re
9,Ul
9,Me
9,Xi
9,Tor
9,Gul
9,Lok
9,Asj
9,Kar
9,Lek
9,Daz
9,Maz
9,Ril
9,Ruk
9,Laz
9,Shi
9,Zar
9,Ashj
9,Alar
9,Orah
9,Amir
9,Aman
9,Ante
9,Kiel
9,Maez
9,Maev
9,Veni
9,Raka
9,Zila
9,Zenn
9,Parn
9,Rikk
9,Melar
9,Rakir
9,Tiros
9,Modas
9,Belan
9,Zekul
9,Soran
9,Gular
9,Enkil
9,Adare
9,Golad
9,Buras
9,Nagas
9,Revos
9,Refir
9,Kamil
9,Rethul
9,Rakkan
9,Rakkas
9,Tichar
9,Mannor
9,Archim
9,Azgala
9,Karkun
9,Revola
9,Mishun
9,Arakal
9,Kazile
9,Thorje
9,Belaros
9,Tiriosh
9,Faramos
9,Danashj
9,Amanare
9,Faralos
9,Kieldaz
9,Karaman
9,Gulamir
9,Toralar
9,Rethule
9,Zennshi
9,Maladath
9,Kirasath
9,Romathis
9,Amanare
9,Theramas
9,Azrathud
9,Mordanas
9,Amanalar
9,Ashjraka
9,Azgalada
9,Rukadare
9,Sorankar
9,Enkilzar
9,Naztheros
9,Zilthuras
9,Kanrethad
9,Matheredor
9,Ticharamir
9,Melarorah
9,Arakalada
9,Soranaman
9,Nagasraka
9,Belankar
9,Pathrebosh
9,Benthadoom
9,Amanemodas
9,Teamanare
9,Enkilgular
9,Burasadare
9,Melarnagas
9,Zennrakkan
9,Kamilgolad
9,Ashjrakamas
9,Zennshinagas
9,Mishunadare
9,Mannorgulan
9,Archimtiros
9,Zekulrakkas
9,Ashjrethul
10,A
10,N
10,I
10,O
10,E
10,D
10,Da
10,Lo
10,An
10,Ni
10,Al
10,Do
10,Ri
10,Su
10,No
10,Ano
10,Dur
10,Tal
10,Nei
10,Ash
10,Dor
10,Anu
10,Fal
10,Tur
10,Ala
10,Nor
10,Osa
10,Alah
10,Andu
10,Dath
10,Mush
10,Shar
10,Thus
10,Fulo
10,Aman
10,Diel
10,Dieb
10,Rini
10,Anar
10,Talah
10,Adore
10,Ishnu
10,Bandu
10,Balah
10,Fandu
10,Thera
10,Turus
10,Shari
10,Shano
10,Terro
10,Eburi
10,Dorini
10,Shando
10,Ethala
10,Fallah
10,Belore
10,Do'rah
10,Neph'o
10,Asto're
10,Man'ar
10,Ishura
10,U'phol
10,T'as'e
10,Anoduna
10,Alah'ni
10,Dor'Ano
10,Al'shar
10,Mush'al
10,Aman'ni
10,Shan're
10,Mandalas
10,Eraburis
10,Dorithur
10,Dal'dieb
10,Thoribas
10,D'ana'no
10,Il'amare
10,Neph'anis
10,Dune'adah
10,Banthalos
10,Fala'andu
10,Dath'anar
10,Shari'fal
10,Thori'dal
10,Thero'shan
10,Isera'duna
10,Ash'therod
10,Dorados'no
10,Shar'adore
10,U'phol'belore
10,Fandu'talah
10,Dor'ana'badu
10,Thoribas'no'thera
10,Turus'il'amare
10,Shari'adune
10,T'ase'mushal
10,Shindu'fallah'na
10,Ando'meth'derador
10,Anu'dorannador
10,Anu'dorinni'talah
10,Esh'thero'mannash
10,Asto're'dunadah
11,A
11,E
11,I
11,O
11,U
11,Y
11,G
11,X
11,Il
11,No
11,Az
11,Te
11,Ur
11,Za
11,Ze
11,Re
11,Ul
11,Me
11,Xi
11,Tor
11,Gul
11,Lok
11,Asj
11,Kar
11,Lek
11,Daz
11,Maz
11,Ril
11,Ruk
11,Laz
11,Shi
11,Zar
11,Ashj
11,Alar
11,Orah
11,Amir
11,Aman
11,Ante
11,Kiel
11,Maez
11,Maev
11,Veni
11,Raka
11,Zila
11,Zenn
11,Parn
11,Rikk
11,Melar
11,Rakir
11,Tiros
11,Modas
11,Belan
11,Zekul
11,Soran
11,Gular
11,Enkil
11,Adare
11,Golad
11,Buras
11,Nagas
11,Revos
11,Refir
11,Kamil
11,Rethul
11,Rakkan
11,Rakkas
11,Tichar
11,Mannor
11,Archim
11,Azgala
11,Karkun
11,Revola
11,Mishun
11,Arakal
11,Kazile
11,Thorje
11,Belaros
11,Tiriosh
11,Faramos
11,Danashj
11,Amanare
11,Faralos
11,Kieldaz
11,Karaman
11,Gulamir
11,Toralar
11,Rethule
11,Zennshi
11,Maladath
11,Kirasath
11,Romathis
11,Amanare
11,Theramas
11,Azrathud
11,Mordanas
11,Amanalar
11,Ashjraka
11,Azgalada
11,Rukadare
11,Sorankar
11,Enkilzar
11,Naztheros
11,Zilthuras
11,Kanrethad
11,Matheredor
11,Ticharamir
11,Melarorah
11,Arakalada
11,Soranaman
11,Nagasraka
11,Belankar
11,Pathrebosh
11,Benthadoom
11,Amanemodas
11,Teamanare
11,Enkilgular
11,Burasadare
11,Melarnagas
11,Zennrakkan
11,Ashjrethul
11,Zekulrakkas
11,Archimtiros
11,Mannorgulan
11,Mishunadare
11,Zennshinagas
11,Ashjrakamas
11,Kamilgolad
12,A
12,O
12,K
12,T
12,G
12,U
12,Ko
12,Ta
12,Gi
12,Ka
12,Tu
12,Os
12,Ma
12,Ra
12,Fel
12,Rok
12,Kir
12,Dor
12,Von
12,Nuk
12,Tor
12,Kan
12,Tas
12,Gun
12,Dra
12,Sto
12,Brom
12,Kras
12,Toro
12,Drae
12,Krin
12,Zoln
12,Fmer
12,Guto
12,Reth
12,Shin
12,Tols
12,Mahn
12,Bromo
12,Krast
12,Torin
12,Draek
12,Kranu
12,Zoern
12,Fmerk
12,Gatin
12,Roath
12,Shone
12,Talsa
12,Fraht
12,Ben'nig
12,Korsul
12,Ter'ran
12,For'kin
12,Suz'ahn
12,Dratir
12,Fel'tes
12,Toka'an
12,Drinor
12,Tadrom
12,Kel'shae
12,Dak'kaun
12,Tchor'ah
12,Zela'von
12,Telsrah
12,Kis'tean
12,Dorvrem
12,Koaresh
12,Fiilrok
12,Ven'tiro
12,Gi'frazsh
12,Chokgan
12,Fanroke
12,Taegoson
12,Kilagrin
12,Roc'grare
12,Gi'azol'em
12,Nuk'tra'te
12,Quin'mahk
12,Ties'alla
12,Shodru'ga
12,Os'retiak
12,Desh'noka
12,Rohh'krah
12,Krast'ven
12,Aasrugel
12,Mok'tavaler
12,Tae'gel'kir
12,Draemierr
12,Dor'dra'tor
12,Zoln'nakaz
12,Mastrosum
12,Gatin'roth
12,Ahn'torunt
12,Thukad'aaz
12,Gesh'throm
12,Aer'rohgmar
12,Brud'remek
12,Torrath'unt
12,Ignan'kitch
12,Caus'tearic
12,Moth'keretch
12,Borg'helmak
12,Golgo'nishver
12,Huut'vactah
12,Jolpat'krim
12,Tzench'drah
12,Vendo're'mik
12,Kraus'ghosa
12,Dalgo'nizha
12,Thloy'martok
12,Danal'korang
12,Kawee'fe'more
12,Tagha'senchal
12,Sunep'kosach
12,Peng'yaas'ahn
12,Nash'lokan'ar
12,Derr'moran'ki
12,Moor'tosav'ak
12,Kis'an'tadrom
12,Korsukgrare
12,Bach'usiv'hal
13,A
13,E
13,I
13,O
13,D
13,C
13,G
13,T
13,F
13,We
13,Lo
13,Ke
13,So
13,Ok
13,Um
13,Ti
13,Am
13,Ga
13,Va
13,Mor
13,Fez
13,Zah
13,Dun
13,Mos
13,Nid
13,Rod
13,Her
13,Bur
13,Gar
13,Mik
13,Giz
13,Gal
13,Gear
13,Cost
13,Kahs
13,Riff
13,Buma
13,Hine
13,Helm
13,Rand
13,Gosh
13,Rune
13,Huge
13,Dani
13,Lock
13,Grum
13,Mitta
13,Angor
13,Thros
13,Nagin
13,Haven
13,Havis
13,Goten
13,Modor
13,Modan
13,Algos
13,Dagem
13,Tiras
13,Weird
13,Frend
13,Gizber
13,Protos
13,Haldir
13,Shermt
13,Rugosh
13,Helmok
13,Drugan
13,Dumssi
13,Ferdosr
13,Bergrim
13,Mergud
13,Revosh
13,Danieb
13,Waldor
13,Geardum
13,Haidren
13,Thorneb
13,Godling
13,Costirm
13,Botlikin
13,Ganrokh
13,Sturome
13,Noxtyec
13,Havagun
13,Bolthelm
6,Kaelsag
13,Scrutin
13,Gefrunon
13,Misfaran
13,Kahzregi
13,Thulmane
13,Godunmug
13,Azregorn
13,Kahsgear
13,Aldanoth
13,Dimligar
13,Elodergim
13,Nandiger
13,Landivar
13,Methrine
13,Vustrangin
13,Naggirath
13,Falhadrink
13,Throsigear
13,Sihnvulden
13,Nockhavis
13,Dyrstagist
13,Elodmodor
13,Alegaskron
13,Grumgizr
13,Danavandar
13,Mikthros
13,Mundgizber
13,Angordame
13,Ferdosmodan
13,Mosgodunan
13,Ahzodaugum
13,Algosgoten
13,Haldjinagin
13,Frendgalva
13,Gizbarlodun
13,Thrunon'gol
13,Lockrevoshi
13,Naginbumat
13,Helmokheram
13,Robuswaldir
13,Kahzhaldren
13,Thumanerand
13,Skalfgizgar
14,A
14,O
14,H
14,J
14,U
14,E
14,M
14,N
14,S
14,Fi
14,Im
14,Yu
14,Wi
14,Ju
14,Di
14,Fu
14,Ir
14,So
14,Is
14,Noh
14,Mek
14,Weh
14,Wha
14,Deh
14,Han
14,Dim
14,Fus
14,Sca
14,Tor
14,Yudo
14,Cyaa
14,Worl
14,Riva
14,Iyaz
14,Ting
14,T'ief
14,Duti
14,Skam
14,Wi'mek
14,Fidong
14,Siame
14,Wassa
14,Difus
14,Caang
14,Deh'yo
14,Nehjo
14,Ackee
14,Atuad
14,Iman
14,Saakes
14,Icense
14,Lok'dim
14,Smadda
14,Honnah
14,Italaf
14,Quashi
14,Bwoyar
14,Reespek
14,Stoosh
14,Tanponi
14,Craaweh
14,Whutless
14,Uptfeel
14,Rivasuf
14,Chakari
14,Yahsoda
14,Ziondeh
14,Flimeff
14,Yuutee
14,Ginnalka
14,Zutopong
14,Godehsi
14,Wehnehjo
14,Oondasta
14,Yeyewata
14,Or'manley
14,Machette
14,Fus'obeah
14,Nyamanpo
33,A
33,E
33,I
33,O
33,U
33,Y
33,Lo
33,Ne
33,Ve
33,Ru
33,An
33,Ti
33,Me
33,Lu
33,Re
33,Se
33,Va
33,Ko
33,Vil
33,Bor
33,Ras
33,Gol
33,Nud
33,Far
33,Wos
33,Mod
33,Ver
33,Ash
33,Lon
33,Bur
33,Hir
33,Nuff
33,Thor
33,Ruff
33,Odes
33,Noth
33,Ador
33,Dana
33,Vrum
33,Veld
33,Vohl
33,Lars
33,Goth
33,Agol
33,Uden
33,Wirsh
33,Novas
33,Regen
33,Gloin
33,Tiras
33,Barad
33,Garde
33,Majis
33,Ergin
33,Nagan
33,Algos
33,Eynes
33,Borne
33,Melka
33,Ruftos
33,Aesire
33,Rothas
33,Nevren
33,Rogesh
33,Skilde
33,Vandar
33,Valesh
33,Engoth
33,Aziris
33,Mandos
33,Goibon
33,Danieb
33,Daegil
33,Waldir
33,Ealdor
33,Novaedi
33,Lithtos
33,Ewiddan
33,Forthis
33,Faergas
33,Sturume
33,Vassild
33,Nostyec
33,Andovis
33,Koshvel
33,Nandige
33,Kaelsig
33,Thorniss
33,Ruftvess
33,Aldonoth
33,Endirvis
33,Landowar
33,Hamerung
33,Cynegold
33,Methrine
33,Lordaere
33,Gloinador
33,Veldbarad
33,Gothalgos
33,Udenmajis
33,Danagarde
33,Vandarwos
33,Firalaine
33,Aetwinter
33,Eloderung
33,Regenthor
33,Vastrungen
33,Falhedring
33,Cynewalden
33,Dyrstigost
33,Aelgestron
33,Danavandar
33,Wershaesire
33,Thorlithtos
33,Vassildador
33,Agolandovis
33,Bornevalesh
33,Farlandowar
33,Nevrenrothas
33,Forthasador
33,Mandosdaegil
33,Waldirskilde
33,Adorstaerume
33,Golveldbarad
